	Player	Position	Comp	Age	Min	Goals	GoalsPer90	Asists	Asists	GoalAstPer90	TacklesWon	TklDribbling	Blocks	SuccPressRatio	CompletedPasses	PassCompRatio	TotDistPass	ProgDistPass	90s	SCA	SCA90	ShootPass	ShootDrib	GCA	GCA90	AssistPass	AssistDrib	Crosses	PenaltyWon	AerialWonRate	ShootOnTarget	ShootPer90	GoalPerShoot
1974	José Callejón	FW,MF	it Serie A	32	2,172	4	0.17	7	0.29	0.46	7	6	30	23.0	993	79.8	17855	4520	24.1	98	4.06	66	0	9	0.37	7	0	99	0	37.0	15	1.74	0.10
1975	Jonathan Calleri	FW	es La Liga	25	1,811	1	0.05	3	0.15	0.20	9	5	14	29.2	199	54.5	2826	711	20.1	39	1.94	22	2	7	0.35	5	0	22	0	48.7	14	2.29	0.02
1976	Dominic Calvert-Lewin	FW	eng Premier League	22	2,626	13	0.45	1	0.03	0.48	11	3	22	27.6	393	66.2	5940	1307	29.2	57	1.95	34	2	3	0.10	2	0	19	0	46.4	37	2.84	0.16
1977	Mahdi Camara	MF	fr Ligue 1	21	901	0	0.00	0	0.00	0.00	24	12	24	23.7	388	83.8	6653	1033	10.0	9	0.90	7	0	3	0.30	3	0	4	0	65.4	2	0.70	0.00
1978	Souleymane Camara	FW,MF	fr Ligue 1	36	163	0	0.00	0	0.00	0.00	0	0	0	24.2	33	76.7	508	170	1.8	6	3.31	6	0	0	0.00	0	0	2	0	37.0	2	1.66	0.00
1979	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
1980	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
1981	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
1982	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
1983	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
1984	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
1985	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
1986	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
1987	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
1988	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
1989	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
1990	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
1991	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
1992	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
1993	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
1994	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
1995	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
1996	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
1997	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
1998	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
1999	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2000	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2001	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2002	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2003	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
2004	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
2005	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
2006	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
2007	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2008	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2009	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2010	Víctor Camarasa	MF	eng Premier League	25	6	0	0.00	0	0.00	0.00	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2011	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
2012	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
2013	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
2014	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
2015	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2016	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2017	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2018	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2019	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
2020	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
2021	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
2022	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
2023	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2024	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2025	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2026	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	0	0	0		430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2027	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
2028	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
2029	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
2030	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
2031	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2032	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2033	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2034	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	3	100.0	44	11	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2035	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		0	0.00	
2036	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	0	0		2	0.56	0.00
2037	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	0	0.00	
2038	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	0.1	1	15.00	1	0	0	0.00	0	0	13	0	44.4	2	0.56	0.00
2039	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		0	0.00	
2040	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	0	0		2	0.56	0.00
2041	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	0	0.00	
2042	Víctor Camarasa	MF	es La Liga	25	1,293	0	0.00	1	0.07	0.07	14	6	16	25.6	430	80.7	8342	1719	14.4	24	1.67	17	1	2	0.14	0	0	13	0	44.4	2	0.56	0.00
2043	Eduardo Camavinga	MF	fr Ligue 1	16	2,107	1	0.04	2	0.09	0.13	58	27	36	32.6	879	89.2	18367	3010	23.4	30	1.28	20	2	6	0.26	4	1	1	0	52.3	4	0.68	0.06
2044	Sergio Camello	FW	es La Liga	18	25	0	0.00	0	0.00	0.00	1	0	0	0.0	2	40.0	35	11	0.3	0	0.00	0	0	0	0.00	0	0	0	0	100.0	0	0.00	
2045	José Campaña	MF	es La Liga	26	3,156	2	0.06	7	0.20	0.26	25	18	51	26.0	1650	77.8	30022	10237	35.1	134	3.82	91	7	12	0.34	9	0	53	0	46.5	8	1.25	0.05
2046	Xisco Campos	DF	es La Liga	37	473	0	0.00	1	0.19	0.19	5	3	10	34.9	153	77.3	3636	1078	5.3	2	0.38	2	0	1	0.19	1	0	1	0	60.7	0	0.76	0.00
2047	Víctor Campuzano	FW	es La Liga	22	870	0	0.00	0	0.00	0.00	13	1	5	24.7	99	65.6	1404	324	9.7	17	1.76	6	2	1	0.10	0	0	5	0	23.9	7	1.86	0.00
2048	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2049	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2050	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2051	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2052	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2053	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2054	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2055	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2056	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2057	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2058	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2059	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2060	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2061	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2062	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2063	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2064	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2065	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2066	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2067	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2068	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2069	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2070	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2071	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2072	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2073	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2074	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2075	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2076	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2077	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2078	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2079	Emre Can	MF,DF	de Bundesliga	25	955	2	0.19	0	0.00	0.19	4	4	9	27.6	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2080	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2081	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2082	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2083	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2084	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2085	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2086	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2087	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2088	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2089	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2090	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2091	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2092	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2093	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2094	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2095	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	18	13	16	38.8	142	86.6	2309	489	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2096	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2097	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2098	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2099	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
2100	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	4	1.51	0.13
2101	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	70.0	2	2.22	0.00
2102	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	4	1.51	0.13
2103	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	651	88.1	13271	2959	3.2	7	2.22	4	1	0	0.00	0	0	4	0	100.0	2	2.22	0.00
2104	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	4	1.51	0.13
2105	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	70.0	2	2.22	0.00
2106	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	4	1.51	0.13
2107	Emre Can	MF	it Serie A	25	284	0	0.00	0	0.00	0.00	4	4	9	27.6	142	86.6	2309	489	10.6	14	1.32	11	2	2	0.19	1	1	4	0	100.0	2	2.22	0.00
