;PlayerName;Name;Position;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;Played90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;Value;Value2;NetValue;logValue
399;Ezequiel Ávila;Ezequiel Ávila;FW;25.0;1591;9;0.51;2;0.11;0.62;17.7;50.0;2.83;29.0;7.0;7.0;0.4;3.0;1.0;185.0;57.3;3456.0;833.0;28;1.0;36.4;27;3.85;0.13;16;5.0;17.0;26.9;20;1.35;98.0;15.0;1.0;Forward;20.0;M;20.0;2.995732273553991
400;Ezri Konsa;Ezri Konsa;DF;21.0;2039;1;0.04;2;0.09;0.13;22.7;15.0;0.66;9.0;1.0;2.0;0.09;1.0;0.0;674.0;79.0;13926.0;4931.0;8;0.0;51.6;4;0.49;0.09;18;6.0;55.0;32.6;25;1.08;19.0;7.0;0.0;Defender;10.0;M;10.0;2.302585092994046
401;Fabian Delph;Fabian Delph;MF;29.0;1190;0;0.0;0;0.0;0.0;13.2;18.0;1.36;16.0;0.0;2.0;0.15;2.0;0.0;676.0;86.9;14015.0;3544.0;4;0.0;54.5;0;0.23;0.0;11;11.0;22.0;29.1;16;1.19;1.0;20.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
402;Fabian Schär;Fabian Schär;DF;27.0;1672;2;0.11;0;0.0;0.11;18.6;16.0;0.86;13.0;1.0;3.0;0.16;2.0;0.0;576.0;75.1;14597.0;6228.0;9;0.0;56.5;6;1.02;0.11;27;22.0;44.0;26.5;22;0.82;15.0;16.0;1.0;Defender;10.0;M;10.0;2.302585092994046
403;Fabien Centonze;Fabien Centonze;DF;23.0;2520;0;0.0;3;0.11;0.11;28.0;42.0;1.5;30.0;3.0;5.0;0.18;4.0;0.0;980.0;75.6;17235.0;7580.0;59;0.0;58.7;3;0.32;0.0;53;33.0;61.0;26.1;28;1.21;23.0;28.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
404;Fabinho;Fabinho;MF;25.0;2079;2;0.09;3;0.13;0.22;23.1;34.0;1.47;30.0;1.0;3.0;0.13;3.0;0.0;1334.0;87.3;27064.0;5347.0;6;0.0;57.7;4;0.52;0.17;53;26.0;36.0;32.5;28;2.46;13.0;10.0;1.0;Midfielder;60.0;M;60.0;4.0943445622221
405;Fabio Depaoli;Fabio Depaoli;MF;22.0;1854;0;0.0;1;0.05;0.05;20.6;51.0;2.48;37.0;3.0;3.0;0.15;1.0;0.0;479.0;68.7;8418.0;3704.0;61;1.0;35.7;4;1.36;0.0;26;15.0;42.0;22.8;29;1.21;50.0;22.0;1.0;Midfielder;6.0;M;6.0;1.791759469228055
406;Fabio Pisacane;Fabio Pisacane;DF;33.0;2442;1;0.04;0;0.0;0.04;27.1;10.0;0.37;10.0;0.0;1.0;0.04;1.0;0.0;964.0;88.7;21143.0;5398.0;6;0.0;47.4;1;0.22;0.17;25;19.0;58.0;35.3;30;1.2;10.0;3.0;0.0;Defender;300.0;K;0.3;-1.2039728043259361
407;Fabio Quagliarella;Fabio Quagliarella;FW;36.0;2275;11;0.44;3;0.12;0.55;25.3;77.0;3.05;54.0;3.0;8.0;0.32;5.0;0.0;376.0;68.6;6542.0;1652.0;29;4.0;37.3;29;3.8;0.06;5;3.0;16.0;25.5;28;1.18;163.0;13.0;1.0;Forward;1.0;M;1.0;0.0
408;Fabián Balbuena;Fabián Balbuena;DF;27.0;1177;1;0.08;0;0.0;0.08;13.1;4.0;0.31;3.0;0.0;0.0;0.0;0.0;0.0;361.0;74.1;8137.0;2891.0;1;0.0;62.2;4;0.76;0.1;11;6.0;27.0;34.5;17;1.18;16.0;0.0;0.0;Defender;20.0;M;20.0;2.995732273553991
409;Fabián Orellana;Fabián Orellana;MF;33.0;2390;8;0.3;7;0.26;0.56;26.6;96.0;3.62;47.0;13.0;14.0;0.53;6.0;2.0;771.0;72.6;13988.0;3300.0;62;1.0;22.6;16;1.43;0.11;21;11.0;26.0;26.4;29;1.07;111.0;70.0;5.0;Midfielder;1.0;M;1.0;0.0
410;Fabricio;Fabricio;GK;31.0;90;0;0.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;72.7;874.0;593.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;Goalkeeper;7.0;M;7.0;1.9459101490553132
411;Facundo Roncaglia;Facundo Roncaglia;DF;32.0;1277;1;0.07;0;0.0;0.07;14.2;10.0;0.7;7.0;1.0;0.0;0.0;0.0;0.0;452.0;77.3;10262.0;4310.0;11;0.0;55.0;2;0.21;0.33;18;10.0;30.0;35.6;16;1.19;4.0;15.0;1.0;Defender;2.0;M;2.0;0.6931471805599453
412;Faitout Maouassa;Faitout Maouassa;DF;21.0;1803;3;0.15;1;0.05;0.2;20.0;27.0;1.35;18.0;5.0;2.0;0.1;1.0;1.0;760.0;76.3;13766.0;5230.0;48;0.0;60.0;7;0.6;0.25;29;18.0;38.0;27.3;23;1.87;13.0;28.0;1.0;Defender;6.0;M;6.0;1.791759469228055
413;Faouzi Ghoulam;Faouzi Ghoulam;DF;28.0;376;0;0.0;1;0.24;0.24;4.2;14.0;3.35;8.0;0.0;1.0;0.24;0.0;0.0;240.0;80.0;4163.0;1361.0;17;0.0;33.3;2;0.96;0.0;3;2.0;9.0;23.8;9;2.11;3.0;5.0;0.0;Defender;8.0;M;8.0;2.0794415416798357
414;Farid Boulaya;Farid Boulaya;FW;26.0;821;2;0.22;1;0.11;0.33;9.1;35.0;3.84;23.0;3.0;2.0;0.22;1.0;0.0;289.0;68.2;4935.0;1605.0;24;0.0;23.8;9;2.63;0.08;12;6.0;11.0;22.7;19;1.21;26.0;14.0;0.0;Forward;3.0;M;3.0;1.0986122886681098
415;Farid El Melali;Farid El Melali;MF;22.0;306;3;0.88;0;0.0;0.88;3.4;8.0;2.35;6.0;1.0;1.0;0.29;1.0;0.0;70.0;68.0;1137.0;264.0;6;0.0;50.0;5;1.76;0.5;6;2.0;10.0;24.5;8;2.13;11.0;9.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
416;Fede San Emeterio;Fede San Emeterio;MF;22.0;1751;0;0.0;0;0.0;0.0;19.5;16.0;0.82;15.0;0.0;1.0;0.05;1.0;0.0;558.0;81.7;10576.0;2518.0;4;0.0;51.6;1;0.15;0.0;17;9.0;32.0;26.9;25;1.12;6.0;2.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
417;Fede Vico;Fede Vico;MF;25.0;876;2;0.21;1;0.1;0.31;9.7;26.0;2.67;15.0;0.0;2.0;0.21;2.0;0.0;243.0;70.6;4267.0;1198.0;17;0.0;45.5;2;1.34;0.08;1;0.0;12.0;24.4;18;1.5;17.0;10.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
418;Federico Barba;Federico Barba;DF;25.0;450;0;0.0;0;0.0;0.0;5.0;3.0;0.6;2.0;0.0;1.0;0.2;1.0;0.0;146.0;67.0;2704.0;1161.0;5;0.0;77.8;1;0.2;0.0;8;7.0;13.0;31.0;5;0.6;3.0;1.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
419;Federico Bernardeschi;Federico Bernardeschi;MF;25.0;1571;1;0.06;1;0.06;0.11;17.5;62.0;3.55;42.0;3.0;1.0;0.06;1.0;0.0;560.0;81.9;9307.0;2235.0;28;0.0;54.5;9;2.92;0.02;7;4.0;22.0;23.3;29;2.03;63.0;26.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
420;Federico Bonazzoli;Federico Bonazzoli;FW;22.0;744;6;0.73;0;0.0;0.73;8.3;29.0;3.51;17.0;2.0;2.0;0.24;1.0;0.0;146.0;69.9;2872.0;404.0;12;0.0;23.5;16;5.08;0.14;6;1.0;4.0;20.1;19;1.11;39.0;10.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
421;Federico Ceccherini;Federico Ceccherini;DF;27.0;835;0;0.0;0;0.0;0.0;9.3;4.0;0.43;3.0;1.0;0.0;0.0;0.0;0.0;346.0;87.6;7129.0;2703.0;0;0.0;71.1;0;0.43;0.0;10;6.0;12.0;44.4;15;1.27;7.0;4.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
422;Federico Dimarco;Federico Dimarco;DF;21.0;548;0;0.0;3;0.26;0.26;6.1;18.0;1.555;11.0;0.0;4.0;0.345;3.0;0.0;326.0;76.9;6191.0;2584.0;26;0.0;21.45;3;2.79;0.0;7;5.0;9.0;47.55;16;1.78;19.0;4.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
423;Federico Fazio;Federico Fazio;DF;32.0;1213;1;0.07;0;0.0;0.07;13.5;7.0;0.52;6.0;0.0;3.0;0.22;2.0;0.0;589.0;87.5;12539.0;3870.0;1;0.0;63.2;1;0.3;0.25;11;6.0;16.0;38.1;16;1.81;11.0;9.0;2.0;Defender;2.0;M;2.0;0.6931471805599453
424;Federico Fernández;Federico Fernández;DF;30.0;2620;2;0.07;2;0.07;0.14;29.1;10.0;0.34;6.0;1.0;3.0;0.1;1.0;0.0;907.0;76.6;20097.0;8025.0;16;0.0;57.6;6;0.55;0.13;32;27.0;61.0;31.6;32;1.25;21.0;11.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
425;Federico Mattiello;Federico Mattiello;DF;24.0;930;0;0.0;1;0.1;0.1;10.3;16.0;1.55;12.0;0.0;2.0;0.19;1.0;0.0;328.0;77.0;5121.0;1585.0;22;0.0;40.0;2;0.68;0.0;20;9.0;25.0;31.0;18;0.89;12.0;10.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
426;Federico Peluso;Federico Peluso;DF;35.0;1513;0;0.0;2;0.12;0.12;16.8;7.0;0.42;6.0;0.0;2.0;0.12;1.0;0.0;868.0;87.9;16780.0;5917.0;10;0.0;69.0;0;0.48;0.0;14;10.0;35.0;34.1;23;1.17;12.0;7.0;0.0;Defender;200.0;K;0.2;-1.6094379124341003
427;Federico Santander;Federico Santander;FW;28.0;770;1;0.12;0;0.0;0.12;8.6;28.0;3.27;21.0;1.0;4.0;0.47;1.0;0.0;181.0;67.8;2776.0;543.0;9;0.0;52.1;5;2.81;0.0;6;2.0;11.0;33.3;24;1.25;51.0;11.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
428;Felipe;Felipe;DF;30.0;2102;1;0.04;0;0.0;0.04;23.4;12.0;0.51;6.0;1.0;2.0;0.09;0.0;0.0;707.0;79.7;14770.0;5695.0;5;0.0;71.3;5;0.86;0.05;18;14.0;29.0;36.3;25;1.68;28.0;4.0;1.0;Defender;20.0;M;20.0;2.995732273553991
429;Felipe Caicedo;Felipe Caicedo;FW;30.0;1406;9;0.58;2;0.13;0.7;15.6;42.0;2.69;36.0;2.0;9.0;0.58;5.0;1.0;321.0;79.5;4173.0;786.0;2;3.0;30.8;14;1.92;0.3;24;2.0;6.0;27.2;30;2.13;87.0;15.0;0.0;Forward;10.0;M;10.0;2.302585092994046
430;Felix Klaus;Felix Klaus;FW;26.0;670;0;0.0;1;0.13;0.13;7.4;15.0;2.01;13.0;1.0;2.0;0.27;1.0;0.0;150.0;68.8;2235.0;614.0;13;1.0;28.1;6;2.55;0.0;13;9.0;11.0;30.5;23;1.52;30.0;6.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
431;Ferland Mendy;Ferland Mendy;DF;24.0;1809;1;0.05;3;0.15;0.2;20.1;42.0;2.09;32.0;3.0;7.0;0.35;4.0;1.0;1075.0;85.2;17930.0;5061.0;51;1.0;53.5;2;0.35;0.14;16;10.0;38.0;32.0;25;2.4;39.0;52.0;4.0;Defender;20.0;M;20.0;2.995732273553991
432;Fernandinho;Fernandinho;DF;34.0;2397;0;0.0;1;0.04;0.04;26.6;27.0;1.01;24.0;0.0;5.0;0.19;5.0;0.0;1985.0;90.6;44219.0;14223.0;3;0.0;67.0;2;0.64;0.0;25;18.0;40.0;41.0;30;2.07;21.0;12.0;2.0;Defender;6.0;M;6.0;1.791759469228055
433;Fernando;Fernando;MF;32.0;2659;2;0.07;3;0.1;0.17;29.5;31.0;1.05;26.0;1.0;3.0;0.1;3.0;0.0;1380.0;89.8;29498.0;6699.0;6;0.0;56.8;6;0.47;0.14;44;28.0;58.0;36.8;34;1.82;32.0;16.0;1.0;Midfielder;7.0;M;7.0;1.9459101490553132
434;Fernando Llorente;Fernando Llorente;FW;34.0;501;3;0.54;1;0.18;0.72;5.6;19.0;3.41;14.0;0.0;2.0;0.36;1.0;0.0;127.0;81.4;1822.0;142.0;1;0.0;54.9;11;5.57;0.1;1;1.0;6.0;25.9;17;1.24;69.0;5.0;0.0;Forward;600.0;K;0.6;-0.5108256237659907
435;Fernando Pacheco;Fernando Pacheco;GK;27.0;2358;0;0.0;0;0.0;0.0;26.2;4.0;0.15;3.0;0.0;0.0;0.0;0.0;0.0;471.0;57.9;21223.0;16380.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;50.0;27;1.04;2.0;0.0;0.0;Goalkeeper;10.0;M;10.0;2.302585092994046
436;Ferris N'Goma;Ferris N'Goma;FW;26.0;25;1;3.6;0;0.0;3.6;0.3;1.0;3.6;0.0;1.0;0.0;0.0;0.0;0.0;8.0;66.7;155.0;18.0;0;0.0;0.0;0;3.6;0.0;0;0.0;1.0;28.6;4;1.25;1.0;2.0;0.0;Forward;1.0;M;1.0;0.0
437;Fikayo Tomori;Fikayo Tomori;DF;21.0;1291;1;0.07;0;0.0;0.07;14.3;14.0;0.98;14.0;0.0;0.0;0.0;0.0;0.0;981.0;89.3;21077.0;5867.0;1;0.0;64.5;3;0.49;0.14;15;7.0;29.0;32.2;15;1.93;8.0;7.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
438;Flavien Tait;Flavien Tait;MF;26.0;885;2;0.2;2;0.2;0.41;9.8;37.0;3.76;28.0;5.0;4.0;0.41;4.0;0.0;304.0;74.1;5070.0;1309.0;11;0.0;22.2;4;1.42;0.14;14;6.0;10.0;26.3;17;1.65;23.0;19.0;1.0;Midfielder;5.0;M;5.0;1.6094379124341003
439;Florent Mollet;Florent Mollet;MF;27.0;1684;6;0.32;3;0.16;0.48;18.7;68.0;3.63;36.0;1.0;9.0;0.48;5.0;0.0;695.0;77.8;13440.0;3510.0;49;0.0;38.9;22;2.51;0.13;5;3.0;19.0;24.7;25;1.44;39.0;15.0;0.0;Midfielder;7.0;M;7.0;1.9459101490553132
440;Florian Grillitsch;Florian Grillitsch;MF;23.0;2408;0;0.0;3;0.11;0.11;26.8;59.0;2.21;47.0;5.0;4.0;0.15;4.0;0.0;1577.0;88.8;33358.0;7544.0;8;0.0;56.7;1;0.64;0.0;45;26.0;53.0;32.2;31;1.48;23.0;24.0;0.0;Midfielder;9.0;M;9.0;2.1972245773362196
441;Florian Hübner;Florian Hübner;DF;28.0;850;0;0.0;0;0.0;0.0;9.4;5.0;0.53;5.0;0.0;0.0;0.0;0.0;0.0;231.0;83.1;4872.0;1494.0;1;0.0;55.2;1;0.53;0.0;6;8.0;20.0;30.9;11;1.27;14.0;1.0;0.0;Defender;1.0;M;1.0;0.0
442;Florian Kainz;Florian Kainz;FW;26.0;1561;5;0.29;6;0.35;0.63;17.3;72.0;4.15;42.0;3.0;7.0;0.4;4.0;0.0;456.0;62.4;9983.0;4288.0;86;0.0;22.2;15;2.31;0.1;10;8.0;29.0;23.0;28;0.96;37.0;26.0;4.0;Forward;4.0;M;4.0;1.3862943611198906
443;Florian Lejeune;Florian Lejeune;DF;28.0;442;2;0.41;0;0.0;0.41;4.9;1.0;0.2;1.0;0.0;0.0;0.0;0.0;0.0;136.0;72.7;2876.0;1077.0;1;0.0;76.5;3;0.81;0.5;6;5.0;13.0;32.8;6;0.83;5.0;2.0;0.0;Defender;20.0;M;20.0;2.995732273553991
444;Florian Miguel;Florian Miguel;DF;22.0;2056;1;0.04;0;0.0;0.04;22.8;30.0;1.31;20.0;1.0;2.0;0.09;1.0;0.0;707.0;74.1;12889.0;6082.0;45;1.0;54.7;2;0.74;0.06;32;24.0;32.0;32.8;24;1.08;29.0;13.0;2.0;Defender;1.0;M;1.0;0.0
445;Florian Müller;Florian Müller;GK;21.0;1125;0;0.0;0;0.0;0.0;12.5;1.0;0.08;1.0;0.0;0.0;0.0;0.0;0.0;350.0;72.6;10659.0;6703.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;13;0.92;0.0;1.0;0.0;Goalkeeper;4.0;M;4.0;1.3862943611198906
446;Florian Neuhaus;Florian Neuhaus;MF;22.0;2356;4;0.15;2;0.08;0.23;26.2;83.0;3.17;57.0;7.0;6.0;0.23;5.0;1.0;1052.0;82.5;19515.0;5637.0;14;0.0;35.1;22;2.22;0.07;27;14.0;42.0;31.6;30;1.87;56.0;48.0;3.0;Midfielder;9.0;M;9.0;2.1972245773362196
447;Florian Niederlechner;Florian Niederlechner;FW;28.0;2720;13;0.43;6;0.2;0.63;30.2;72.0;2.38;40.0;12.0;14.0;0.46;6.0;4.0;369.0;73.5;6280.0;1334.0;22;2.0;38.5;38;2.48;0.16;18;4.0;35.0;23.8;33;1.09;155.0;33.0;4.0;Forward;6.0;M;6.0;1.791759469228055
448;Florin Andone;Florin Andone;MF;26.0;73;1;1.23;0;0.0;1.23;0.8;1.0;1.23;1.0;0.0;0.0;0.0;0.0;0.0;8.0;66.7;77.0;20.0;1;0.0;40.0;1;1.23;1.0;2;0.0;1.0;14.3;3;1.33;7.0;2.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
449;Fodé Ballo-Touré;Fodé Ballo-Touré;DF;22.0;1679;0;0.0;0;0.0;0.0;18.7;27.0;1.45;17.0;3.0;0.0;0.0;0.0;0.0;686.0;79.7;11942.0;4031.0;51;0.0;65.4;2;0.27;0.0;24;15.0;29.0;32.9;21;1.24;22.0;30.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
450;Fouad Chafik;Fouad Chafik;DF;32.0;1528;0;0.0;2;0.12;0.12;17.0;47.0;2.77;36.0;1.0;6.0;0.35;5.0;0.0;702.0;76.8;13800.0;5946.0;38;0.0;47.8;0;0.41;0.0;23;17.0;21.0;26.9;20;1.2;4.0;17.0;2.0;Defender;500.0;K;0.5;-0.6931471805599453
451;Fran Beltrán;Fran Beltrán;MF;20.0;1830;1;0.05;0;0.0;0.05;20.3;29.0;1.43;23.0;0.0;0.0;0.0;0.0;0.0;781.0;88.6;14452.0;2777.0;6;0.0;20.5;4;0.69;0.07;24;7.0;19.0;30.7;28;1.14;14.0;17.0;1.0;Midfielder;8.0;M;8.0;2.0794415416798357
452;Francesco Acerbi;Francesco Acerbi;DF;31.0;3162;2;0.06;2;0.06;0.11;35.1;27.0;0.77;24.0;1.0;3.0;0.09;3.0;0.0;1809.0;90.0;41350.0;12495.0;24;1.0;67.3;7;0.48;0.12;33;13.0;61.0;35.9;36;2.0;34.0;15.0;0.0;Defender;20.0;M;20.0;2.995732273553991
453;Francesco Caputo;Francesco Caputo;FW;31.0;2931;21;0.64;7;0.21;0.86;32.6;93.0;2.86;81.0;4.0;16.0;0.49;10.0;3.0;635.0;78.2;8697.0;991.0;13;0.0;29.1;33;2.21;0.26;5;0.0;17.0;26.7;36;1.39;201.0;23.0;3.0;Forward;8.0;M;8.0;2.0794415416798357
454;Francesco Cassata;Francesco Cassata;MF;22.0;1458;2;0.12;0;0.0;0.12;16.2;30.0;1.85;27.0;0.0;2.0;0.12;2.0;0.0;511.0;78.1;8675.0;2388.0;16;1.0;30.3;8;0.8;0.15;13;7.0;20.0;29.5;24;1.08;22.0;20.0;2.0;Midfielder;3.0;M;3.0;1.0986122886681098
455;Francesco Magnanelli;Francesco Magnanelli;MF;34.0;1397;0;0.0;0;0.0;0.0;15.5;21.0;1.35;21.0;0.0;0.0;0.0;0.0;0.0;1049.0;89.2;19173.0;4331.0;4;0.0;60.0;0;0.58;0.0;19;11.0;26.0;25.1;22;1.32;3.0;9.0;0.0;Midfielder;300.0;K;0.3;-1.2039728043259361
456;Francis Coquelin;Francis Coquelin;MF;28.0;1905;0;0.0;0;0.0;0.0;21.2;17.0;0.8;15.0;0.0;2.0;0.09;0.0;0.0;885.0;89.9;17359.0;3670.0;3;1.0;67.7;1;0.47;0.0;24;11.0;30.0;27.8;26;1.54;19.0;21.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
457;Francisco Portillo;Francisco Portillo;MF;29.0;376;0;0.0;2;0.48;0.48;4.2;14.0;3.35;12.0;0.0;3.0;0.72;2.0;0.0;120.0;71.9;1935.0;741.0;5;0.0;27.3;1;0.72;0.0;5;4.0;5.0;33.3;16;1.31;8.0;9.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
458;Franck Honorat;Franck Honorat;FW;22.0;849;0;0.0;3;0.32;0.32;9.4;28.0;2.97;21.0;2.0;4.0;0.42;4.0;0.0;242.0;61.9;4083.0;1713.0;42;0.0;36.8;1;0.53;0.0;16;5.0;19.0;35.6;12;0.92;13.0;7.0;1.0;Forward;2.0;M;2.0;0.6931471805599453
459;Franck Kessié;Franck Kessié;MF;22.0;2904;4;0.12;1;0.03;0.15;32.3;72.0;2.23;62.0;6.0;4.0;0.12;2.0;1.0;1531.0;89.1;28054.0;6548.0;15;0.0;47.5;11;1.15;0.05;33;14.0;54.0;27.7;35;1.86;88.0;31.0;2.0;Midfielder;20.0;M;20.0;2.995732273553991
460;Franco Vázquez;Franco Vázquez;MF;30.0;1098;3;0.25;0;0.0;0.25;12.2;25.0;2.05;21.0;1.0;3.0;0.25;3.0;0.0;546.0;85.8;9642.0;2152.0;15;0.0;49.2;6;1.31;0.19;19;11.0;16.0;25.9;31;1.84;41.0;18.0;1.0;Midfielder;10.0;M;10.0;2.302585092994046
461;Fred;Fred;MF;26.0;2163;0;0.0;0;0.0;0.0;24.0;85.0;3.54;64.0;4.0;1.0;0.04;1.0;0.0;1463.0;85.4;29437.0;7269.0;27;0.0;33.3;10;1.66;0.0;51;29.0;64.0;27.4;29;1.66;23.0;40.0;4.0;Midfielder;30.0;M;30.0;3.4011973816621555
462;Frederik Rønnow;Frederik Rønnow;GK;26.0;810;0;0.0;0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;241.0;70.1;8172.0;6022.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;0.0;0.0;0.0;Goalkeeper;2.0;M;2.0;0.6931471805599453
463;Fredrik Jensen;Fredrik Jensen;FW;21.0;457;1;0.2;0;0.0;0.2;5.1;8.0;1.58;5.0;1.0;2.0;0.39;1.0;0.0;57.0;64.8;793.0;269.0;2;0.0;31.6;3;1.18;0.17;1;0.0;9.0;19.8;10;1.1;8.0;5.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
464;Frédéric Sammaritano;Frédéric Sammaritano;MF;33.0;518;1;0.17;2;0.35;0.52;5.8;32.0;5.56;15.0;0.0;3.0;0.52;2.0;0.0;202.0;75.1;3760.0;1066.0;18;0.0;0.0;2;1.56;0.11;7;3.0;8.0;27.3;10;1.1;8.0;5.0;0.0;Midfielder;200.0;K;0.2;-1.6094379124341003
465;Fábio;Fábio;DF;29.0;834;0;0.0;0;0.0;0.0;9.3;14.0;1.51;12.0;0.0;0.0;0.0;0.0;0.0;424.0;81.4;6906.0;3177.0;15;0.0;55.9;0;0.43;0.0;24;30.0;15.0;35.3;10;1.9;4.0;6.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
466;Gabriel;Gabriel;GK;26.0;2997;0;0.0;0;0.0;0.0;33.3;1.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;751.0;76.7;19653.0;12298.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;16.7;34;0.76;0.0;0.0;0.0;Goalkeeper;30.0;M;30.0;3.4011973816621555
467;Gabriel Jesus;Gabriel Jesus;FW;22.0;2030;14;0.62;7;0.31;0.93;22.6;71.0;3.15;48.0;13.0;13.0;0.58;9.0;3.0;532.0;87.5;7631.0;902.0;5;0.0;35.4;43;4.52;0.14;19;5.0;31.0;30.3;34;2.12;204.0;51.0;1.0;Forward;60.0;M;60.0;4.0943445622221
468;Gabriel Paulista;Gabriel Paulista;DF;28.0;2801;1;0.03;1;0.03;0.06;31.1;6.0;0.19;6.0;0.0;1.0;0.03;1.0;0.0;1520.0;89.0;33511.0;10621.0;3;0.0;70.6;2;0.26;0.13;9;9.0;49.0;35.0;33;1.39;16.0;6.0;0.0;Defender;20.0;M;20.0;2.995732273553991
469;Gabriel Silva;Gabriel Silva;DF;28.0;231;0;0.0;0;0.0;0.0;2.6;1.0;0.39;1.0;0.0;0.0;0.0;0.0;0.0;66.0;66.7;1181.0;416.0;2;0.0;63.6;0;0.0;0.0;2;3.0;8.0;18.8;4;1.0;2.0;0.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
470;Gabriele Moncini;Gabriele Moncini;FW;23.0;154;0;0.0;0;0.0;0.0;1.7;2.0;1.17;2.0;0.0;0.0;0.0;0.0;0.0;14.0;73.7;160.0;24.0;0;0.0;62.5;0;1.75;0.0;0;0.0;2.0;33.3;4;0.0;6.0;0.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
471;Gaetano Castrovilli;Gaetano Castrovilli;MF;22.0;2673;3;0.1;2;0.07;0.17;29.7;98.0;3.3;70.0;12.0;6.0;0.2;5.0;0.0;922.0;80.8;15550.0;4180.0;31;1.0;33.9;11;1.62;0.06;46;14.0;53.0;26.8;33;1.36;125.0;94.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
472;Gareth Bale;Gareth Bale;FW;30.0;1089;2;0.17;2;0.17;0.33;12.1;33.0;2.73;21.0;5.0;7.0;0.58;6.0;0.0;360.0;75.0;6349.0;1579.0;51;0.0;64.7;13;2.81;0.06;7;4.0;16.0;28.6;16;2.13;52.0;17.0;0.0;Forward;50.0;M;50.0;3.912023005428146
473;Gary Cahill;Gary Cahill;DF;33.0;2167;0;0.0;1;0.04;0.04;24.1;8.0;0.33;5.0;0.0;1.0;0.04;1.0;0.0;826.0;86.7;18604.0;5545.0;0;0.0;63.4;5;0.83;0.0;12;6.0;45.0;33.0;25;1.16;42.0;8.0;0.0;Defender;1.0;M;1.0;0.0
474;Gary Medel;Gary Medel;MF;31.0;1784;0;0.0;0;0.0;0.0;19.8;32.0;1.61;26.0;1.0;1.0;0.05;1.0;0.0;987.0;90.7;19181.0;5048.0;2;0.0;56.3;1;0.25;0.0;22;10.0;33.0;28.0;23;1.26;2.0;12.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
475;Gastón Brugman;Gastón Brugman;MF;26.0;1458;0;0.0;2;0.12;0.12;16.2;28.0;1.73;20.0;2.0;3.0;0.19;3.0;0.0;567.0;83.6;12319.0;3408.0;2;0.0;66.7;1;0.62;0.0;36;12.0;35.0;28.1;23;0.96;5.0;9.0;0.0;Midfielder;4.0;M;4.0;1.3862943611198906
476;Gastón Pereiro;Gastón Pereiro;MF;24.0;348;1;0.26;0;0.0;0.26;3.9;6.0;1.55;3.0;3.0;0.0;0.0;0.0;0.0;92.0;66.7;1545.0;367.0;9;0.0;37.5;4;3.62;0.07;2;1.0;3.0;15.1;10;0.5;11.0;5.0;0.0;Midfielder;5.0;M;5.0;1.6094379124341003
