;Player;Position;Comp;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio
2736;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2737;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2738;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2739;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2740;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;1;0;0;60.0
2741;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;7;4;12;26.3
2742;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;1;0;0;60.0
2743;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;7;4;12;26.3
2744;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2745;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2746;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2747;Moanes Dabour;FW;de Bundesliga;27;766;4.0;0.47;0;0.00;0.47;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2748;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;10;1;30.3;10;2.70;0.17;1;0;0;60.0
2749;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;10;1;30.3;10;2.70;0.17;7;4;12;26.3
2750;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;10;1;30.3;0;6.92;0.00;1;0;0;60.0
2751;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;10;1;30.3;0;6.92;0.00;7;4;12;26.3
2752;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2753;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2754;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2755;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2756;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;1;0;0;60.0
2757;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;7;4;12;26.3
2758;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;1;0;0;60.0
2759;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;7;4;12;26.3
2760;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2761;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2762;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2763;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;0.3;1;3.46;1;0;0;0.00;0;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2764;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;10;1;30.3;10;2.70;0.17;1;0;0;60.0
2765;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;10;1;30.3;10;2.70;0.17;7;4;12;26.3
2766;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;10;1;30.3;0;6.92;0.00;1;0;0;60.0
2767;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;10;1;30.3;0;6.92;0.00;7;4;12;26.3
2768;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2769;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2770;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2771;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;189;72.7;2751;806;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2772;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;1;0;0;60.0
2773;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;10;2.70;0.17;7;4;12;26.3
2774;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;1;0;0;60.0
2775;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;10;1;30.3;0;6.92;0.00;7;4;12;26.3
2776;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;1;0;0;60.0
2777;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;10;2.70;0.17;7;4;12;26.3
2778;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;1;0;0;60.0
2779;Moanes Dabour;FW;es La Liga;27;26;0.0;0.00;0;0.00;0.00;8.5;30;3.52;18;1;3;0.35;2;0;14;73.7;243;75;1;0;50.0;0;6.92;0.00;7;4;12;26.3
2780;Colin Dagba;DF;fr Ligue 1;20;668;0.0;0.00;0;0.00;0.00;7.4;10;1.35;6;2;1;0.13;1;0;372;89.9;5527;1409;22;0;16.7;0;0.27;0.00;4;3;12;29.9
2781;Mahmoud Dahoud;MF;de Bundesliga;23;558;0.0;0.00;1;0.16;0.16;6.2;15;2.42;12;1;3;0.48;3;0;447;90.1;8313;1592;4;0;37.5;4;2.10;0.00;7;5;9;30.2
2782;Leon Dajaku;DF;de Bundesliga;18;12;0.0;0.00;0;0.00;0.00;0.1;0;0.00;0;0;0;0.00;0;0;5;83.3;121;6;0;0;;0;0.00;;0;0;0;25.0
2783;Felipe dal Belo;DF;it Serie A;35;997;0.0;0.00;0;0.00;0.00;11.1;6;0.54;4;0;0;0.00;0;0;389;83.3;8320;3278;4;0;64.0;2;0.54;0.00;8;9;21;28.6
2784;Christian Dalle Mura;MF;it Serie A;17;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;;0;0;0;0;;0;0.00;;0;0;0;
2785;Diogo Dalot;DF;eng Premier League;20;67;0.0;0.00;0;0.00;0.00;0.7;0;0.00;0;0;0;0.00;0;0;51;79.7;887;248;2;0;100.0;0;1.34;0.00;2;2;1;50.0
2786;Charlie Daniels;DF;eng Premier League;32;126;0.0;0.00;0;0.00;0.00;1.4;4;2.86;3;0;0;0.00;0;0;35;71.4;700;326;3;0;66.7;0;0.00;;0;1;5;19.2
2787;Danilo;DF;it Serie A;28;1,440;2.0;0.12;0;0.00;0.12;16.0;36;2.25;29;1;4;0.25;3;0;1051;86.2;18778;6050;20;0;56.7;4;0.87;0.14;17;14;22;32.3
2788;Scott Dann;DF;eng Premier League;32;1,266;0.0;0.00;1;0.07;0.07;14.1;7;0.50;6;1;1;0.07;1;0;461;83.1;9842;4107;2;0;52.9;2;0.57;0.00;5;7;17;39.0
2789;Kevin Danso;DF;eng Premier League;20;277;0.0;0.00;1;0.32;0.32;3.1;3;0.97;3;0;1;0.32;1;0;115;72.3;2051;905;6;0;52.4;0;0.32;0.00;4;5;9;24.4
2790;Dante;DF;fr Ligue 1;35;1,890;1.0;0.05;0;0.00;0.05;21.0;17;0.81;13;0;1;0.05;0;0;1466;92.3;30763;11130;1;0;71.6;6;0.90;0.05;19;14;47;36.1
2791;Andrea Danzi;MF;it Serie A;20;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;100.0;23;21;0;0;;0;0.00;;0;0;0;0.0
2792;Sergi Darder;MF,FW;es La Liga;25;2,658;2.0;0.07;1;0.03;0.10;29.5;63;2.13;46;4;4;0.14;4;0;804;74.8;16415;4380;19;0;57.1;9;1.76;0.04;25;12;33;24.3
2793;Vladimír Darida;MF;de Bundesliga;28;2,256;3.0;0.12;4;0.16;0.28;25.1;85;3.39;57;1;7;0.28;6;0;843;73.1;17642;4610;44;0;32.8;14;1.72;0.07;39;7;49;27.5
2794;Matteo Darmian;DF;it Serie A;29;2,685;1.0;0.03;1;0.03;0.07;29.8;39;1.31;28;1;3;0.10;3;0;1208;79.4;23692;9620;45;0;50.0;2;0.23;0.14;39;33;73;26.6
2795;Alphonso Davies;DF;de Bundesliga;18;2,234;3.0;0.12;5;0.20;0.32;24.8;67;2.70;54;4;9;0.36;7;1;1585;86.4;25947;8022;68;0;52.9;5;0.48;0.25;49;30;56;42.9
2796;Ben Davies;DF;eng Premier League;26;1,431;0.0;0.00;0;0.00;0.00;15.9;17;1.07;15;0;0;0.00;0;0;730;76.4;13130;5294;29;0;65.6;1;0.44;0.00;13;5;43;29.4
2797;Tom Davies;MF;eng Premier League;21;2,027;1.0;0.04;0;0.00;0.04;22.5;24;1.07;17;2;0;0.00;0;0;681;78.3;13271;4037;4;0;52.3;5;0.75;0.06;18;8;34;23.3
2798;Keinan Davis;FW;eng Premier League;21;548;0.0;0.00;0;0.00;0.00;6.1;20;3.28;11;1;3;0.49;1;0;107;75.4;1475;201;2;0;38.1;5;2.63;0.00;2;0;5;21.6
2799;Paweł Dawidowicz;DF;it Serie A;24;693;1.0;0.13;0;0.00;0.13;7.7;5;0.65;3;0;0;0.00;0;0;366;89.9;7310;2141;2;0;66.7;1;0.52;0.25;8;6;11;29.8
2800;Craig Dawson;DF;eng Premier League;29;2,361;2.0;0.08;0;0.00;0.08;26.2;12;0.46;7;0;0;0.00;0;0;729;80.3;17541;5763;3;0;75.5;7;0.88;0.09;19;14;56;39.5
2801;Kevin De Bruyne;MF;eng Premier League;28;2,791;13.0;0.42;20;0.64;1.06;31.0;222;7.16;157;11;34;1.10;25;2;1674;74.6;34640;10497;143;0;45.0;27;3.10;0.11;28;11;31;31.9
2802;Sebastien De Maio;DF;it Serie A;32;1,500;0.0;0.00;0;0.00;0.00;16.7;5;0.30;5;0;3;0.18;3;0;533;80.6;11242;3817;6;0;56.9;3;0.54;0.00;15;7;44;31.9
2803;Rodrigo De Paul;MF;it Serie A;25;2,822;7.0;0.22;6;0.19;0.41;31.4;141;4.50;95;6;16;0.51;6;2;1377;74.7;28748;7936;127;0;15.4;30;2.74;0.08;37;21;51;26.8
2804;Mattia De Sciglio;DF;it Serie A;26;471;0.0;0.00;0;0.00;0.00;5.2;11;2.10;8;2;1;0.19;1;0;283;82.3;5053;1737;9;0;46.7;0;0.19;0.00;5;6;12;33.3
2805;Lorenzo De Silvestri;DF;it Serie A;31;2,243;0.0;0.00;0;0.00;0.00;24.9;34;1.36;27;1;1;0.04;0;0;693;72.3;11993;4997;67;0;59.6;5;0.92;0.00;9;11;46;26.4
2806;Lucas Deaux;MF;fr Ligue 1;30;1,335;2.0;0.13;1;0.07;0.20;14.8;26;1.75;23;1;2;0.13;2;0;539;78.3;11175;3396;7;0;65.6;5;1.01;0.13;34;19;25;35.5
2807;Mathieu Debuchy;DF;fr Ligue 1;34;1,769;1.0;0.05;1;0.05;0.10;19.7;36;1.83;27;4;2;0.10;1;0;808;75.4;14546;6109;39;0;72.1;3;0.61;0.08;26;20;46;31.6
2808;Troy Deeney;FW;eng Premier League;31;2,225;10.0;0.40;2;0.08;0.49;24.7;51;2.06;42;0;5;0.20;4;0;405;57.3;6226;2060;14;1;37.5;16;1.54;0.13;17;9;20;23.4
2809;Grégoire Defrel;FW,MF;it Serie A;28;980;3.0;0.28;3;0.28;0.55;10.9;24;2.20;17;3;6;0.55;4;1;305;89.2;4157;633;2;0;21.4;8;1.84;0.10;9;3;14;26.5
2810;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;0;0.00;;0;0;0;
2811;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;0;0.00;;12;10;15;29.6
2812;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;2;1.13;0.11;0;0;0;
2813;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;2;1.13;0.11;12;10;15;29.6
2814;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;0;0.00;;0;0;0;
2815;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;0;0.00;;12;10;15;29.6
2816;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;0;0;0;
2817;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2818;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;0;0.00;;0;0;0;
2819;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;0;0.00;;12;10;15;29.6
2820;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;0;0;0;
2821;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;12;10;15;29.6
2822;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;0;0;0;
2823;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;12;10;15;29.6
2824;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;0;0;0;
2825;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2826;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;0;0.00;;0;0;0;
2827;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;0;0.00;;12;10;15;29.6
2828;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;2;1.13;0.11;0;0;0;
2829;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;2;1.13;0.11;12;10;15;29.6
2830;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;0;0.00;;0;0;0;
2831;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;0;0.00;;12;10;15;29.6
2832;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;0;0;0;
2833;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2834;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;0;0;;0;0.00;;0;0;0;
2835;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;0;0;;0;0.00;;12;10;15;29.6
2836;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;0;0;0;
2837;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;12;10;15;29.6
2838;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;0;0;0;
2839;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;12;10;15;29.6
2840;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;0;0;0;
2841;Alessandro Deiola;MF;it Serie A;23;1;0.0;0.00;0;0.00;0.00;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2842;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;0;0.00;;0;0;0;
2843;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;0;0.00;;12;10;15;29.6
2844;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;2;1.13;0.11;0;0;0;
2845;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;0;0;;2;1.13;0.11;12;10;15;29.6
2846;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;0;0.00;;0;0;0;
2847;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;0;0.00;;12;10;15;29.6
2848;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;0;0;0;
2849;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2850;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;0;0.00;;0;0;0;
2851;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;0;0.00;;12;10;15;29.6
2852;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;0;0;0;
2853;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;0;0;;2;1.13;0.11;12;10;15;29.6
2854;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;0;0;0;
2855;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;0;0.00;;12;10;15;29.6
2856;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;0;0;0;
2857;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;0.0;0;0.00;0;0;0;0.00;0;0;224;75.7;4563;1011;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2858;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;0;0.00;;0;0;0;
2859;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;0;0.00;;12;10;15;29.6
2860;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;2;1.13;0.11;0;0;0;
2861;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;0;0;;2;1.13;0.11;12;10;15;29.6
2862;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;0;0.00;;0;0;0;
2863;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;0;0.00;;12;10;15;29.6
2864;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;0;0;0;
2865;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;0;0.0;0;0;5;0;25.0;2;1.13;0.11;12;10;15;29.6
2866;Alessandro Deiola;MF;it Serie A;23;717;1.0;0.13;1;0.13;0.25;8.0;14;1.76;12;0;1;0.13;1;0;224;75.7;4563;1011;0;0;;0;0.00;;0;0;0;
